地點,停車狀況,時間,日期,星期幾,天氣,當下溫度,人流量,商品品項,貨架上庫存量,原價,折扣(off),剩餘保存期限,商品大類,
愛買 桃園店,多,17:30:00,2025-07-07,星期一,陰天,29,一般,澳洲牛筋膜,3,149,20,1,肉類,
愛買 桃園店,多,17:30:00,2025-07-07,星期一,陰天,29,一般,葡式蛋塔,2,100,5,2,麵包甜點類,
愛買 桃園店,多,17:30:00,2025-07-07,星期一,陰天,29,一般,高麗菜,7,79,38,0,蔬果類,
愛買 桃園店,多,17:30:00,2025-07-07,星期一,陰天,29,一般,芭樂 三粒,3,139,43,0,蔬果類,
愛買 桃園店,多,17:30:00,2025-07-07,星期一,陰天,29,一般,空心菜,3,39,51,0,蔬果類,
愛買 桃園店,多,17:30:00,2025-07-07,星期一,陰天,29,一般,玉米筍,2,29,48,0,蔬果類,
愛買 桃園店,多,15:00:00,2025-07-11,星期五,陰天,28,少,葡式蛋塔,6,100,5,3,麵包甜點類,
愛買 桃園店,多,15:00:00,2025-07-11,星期五,陰天,28,少,高麗菜,3,79,25,0,蔬果類,
愛買 桃園店,多,15:00:00,2025-07-11,星期五,陰天,28,少,金針菇,1,12,33,0,蔬果類,
愛買 桃園店,多,15:00:00,2025-07-11,星期五,陰天,28,少,富士蘋果/3顆,3,74,39,0,蔬果類,
愛買 桃園店,多,15:00:00,2025-07-11,星期五,陰天,28,少,玉米兩條,1,65,40,0,其他,
愛買 桃園店,多,15:00:00,2025-07-11,星期五,陰天,28,少,萵苣,3,38,50,0,其他,
愛買 桃園店,多,15：00,2025-07-14,星期一,晴天,32,少,葡式蛋塔,6,100,5,3,麵包甜點類,
愛買 桃園店,多,15：00,2025-07-14,星期一,晴天,32,少,高麗菜,5,89,34,0,蔬果類,
愛買 桃園店,多,15：00,2025-07-14,星期一,晴天,32,少,智利富士蘋果/3顆,2,74,34,0,蔬果類,
愛買 桃園店,多,15：00,2025-07-14,星期一,晴天,32,少,杏鮑菇,4,105,34,1,蔬果類,
愛買 桃園店,多,11:30-12:00,2025-07-24,星期四,晴天,30,少,高麗菜,1,89,34,0,蔬果類,
愛買 桃園店,多,11:30-12:00,2025-07-24,星期四,晴天,30,少,智利富士蘋果/3顆,1,67,33,0,蔬果類,
愛買 桃園店,多,11:30-12:00,2025-07-24,星期四,晴天,30,少,玉米兩條,7,59,41,0,其他,
愛買 桃園店,多,11:30-12:00,2025-07-24,星期四,晴天,30,少,芭樂 三粒,11,67,33,0,蔬果類,
愛買 桃園店,多,11:30-12:00,2025-07-24,星期四,晴天,30,少,水蓮,2,39,36,0,其他,
愛買 桃園店,多,11:30-12:00,2025-07-24,星期四,晴天,30,少,玉米筍,1,29,31,0,蔬果類,
愛買 桃園店,多,11:30-12:00,2025-07-24,星期四,晴天,30,少,酪梨,1,101,22,0,其他,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,澳洲牛筋膜,1,88,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,豬梅花火鍋片,2,169,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,豬里肌可肉片,2,118,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,台灣珍豬豬絞肉,1,142,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,豬梅花肉,1,213,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,翅小腿,1,133,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,葡式蛋塔,8,100,5,2,麵包甜點類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,青花菜,1,89,45,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,芭樂 三粒,4,41,39,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-01,星期五,雨天,29,一般,火龍果 2粒,1,50,42,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,豬小排,1,174,20,2,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,帶皮五花肉,2,232,20,2,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,豬梅花肉,1,146,21,2,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,葡式蛋塔,2,100,5,3,麵包甜點類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,芭樂 三粒,4,41,39,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,芹菜,1,72,46,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,絲瓜,4,69,35,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,筊白筍,3,119,50,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-02,星期六,晴天,29,多,青椒,1,62,60,0,蔬果類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,珍豬雪花肉,2,242,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,豬梅花火鍋片,2,142,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,豬里肌烤肉片,4,132,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,台灣珍豬豬絞肉,1,178,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,去皮五花肉,1,163,50,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,帶皮五花肉,2,293,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,澳洲牛肉塊,2,211,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,葡式蛋塔,6,100,5,3,麵包甜點類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,絲瓜,1,69,49,0,蔬果類,
愛買 桃園店,多,18:30-19:00,2025-08-07,星期四,晴天,30,少,玉女蕃茄,7,99,61,0,其他,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,澳洲牛筋膜,1,121,21,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,豬里肌烤肉片,4,122,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,帶皮五花肉,4,174,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,里肌豬肉排,1,128,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,葡式蛋塔,2,100,1,3,麵包甜點類,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,高麗菜,1,79,38,0,蔬果類,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,玉米兩條,2,75,35,0,其他,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,芹菜,5,80,51,0,蔬果類,
愛買 桃園店,多,18:30-19:00,2025-08-12,星期二,晴天,29,少,蚵白菜,3,39,51,0,蔬果類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,台灣里肌火鍋片,1,116,21,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,豬小排,1,140,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,豬里肌烤肉片,2,125,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,珍豬軟骨,2,138,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,帶皮五花肉,1,198,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,里肌豬肉排,4,142,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,去骨清雞腿肉,2,80,20,1,肉類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,金針菇,4,13,38,0,蔬果類,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,水蓮,1,55,47,0,其他,
愛買 桃園店,多,18:30-19:00,2025-08-14,星期四,晴天,31,少,大蒜,1,159,38,0,其他,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,豬後腱,3,208,20,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,豬梅花火鍋片,6,131,21,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,豬梅花烤肉片,3,132,20,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,去皮五花肉,2,139,20,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,澳洲特級牛炒肉片,2,151,21,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,里肌豬肉排,1,158,20,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,翅小腿,4,131,21,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,雞胗,2,108,20,1,肉類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,絲瓜,2,79,51,0,蔬果類,
愛買 桃園店,多,17:00-17:30,2025-08-24,星期日,晴天,33,多,青蔥,5,80,39,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,豬梅花烤肉片,1,162,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,豬里肌烤肉片,2,139,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,帶皮五花肉,1,214,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,里肌豬肉排,1,170,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,二節翅,1,108,20,1,其他,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,雞胗,3,98,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,雞心,4,80,20,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,牛雪花肉片,1,210,24,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,芭樂 三粒,1,41,39,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,地瓜葉,3,42,52,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-08-26,星期二,晴天,30,少,白蘿蔔,2,35,29,0,其他,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,豬小排,4,168,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,豬後腱,3,177,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,豬梅花火鍋片,3,125,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,帶皮五花肉,3,180,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,里肌豬肉排,1,138,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,豬梅花肉,4,208,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,翅小腿,1,160,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,牛雪花燒烤片,4,257,20,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,豬五花肉片,1,106,21,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-28,星期四,晴天,31,少,葡式蛋塔,2,100,5,2,麵包甜點類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,豬小排,3,211,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,豬梅花火鍋片,1,131,31,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,豬里肌烤肉片,8,133,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,台灣珍豬豬絞肉,1,106,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,台糖里肌豬肉排,2,161,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,翅小腿,1,156,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,二節翅,1,92,30,1,其他,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,雞胗,3,58,31,1,肉類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,葡式蛋塔,4,100,25,2,麵包甜點類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,莧菜,1,42,52,0,蔬果類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,玉米筍,3,33,42,0,蔬果類,
愛買 桃園店,多,18:00-1830,2025-08-29,星期五,晴天,31,一般,櫛瓜,1,150,47,0,蔬果類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,豬後腱,4,139,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,去皮五花肉,3,137,31,1,肉類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,珍豬軟骨,2,115,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,去骨清雞腿肉,2,115,30,1,肉類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,翅小腿,1,124,31,1,肉類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,葡式蛋塔,4,100,5,2,麵包甜點類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,高麗菜,2,79,43,0,蔬果類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,絲瓜,2,59,49,0,蔬果類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,筊白筍,1,99,40,0,蔬果類,
愛買 桃園店,多,18:00-1830,2025-09-10,星期三,晴天,29,少,小松菜,3,39,62,0,蔬果類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,葡式蛋塔,8,100,25,2,麵包甜點類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,冷藏肉國產棒棒腿,1,176,30,1,肉類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,雞小里肌肉,2,112,30,1,肉類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,雞尾錐,2,102,30,1,肉類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,台灣土雞雞爪,2,114,31,1,肉類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,豬小排,3,150,30,1,肉類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,帶皮五花肉,3,252,30,1,肉類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,杏鮑菇,1,65,25,0,蔬果類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,金針菇,2,15,40,0,蔬果類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,中國白蘿蔔,2,35,46,0,其他,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,台灣胡瓜,5,49,41,0,蔬果類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,有機黑葉白菜,6,39,51,0,蔬果類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,芭樂 三粒,6,61,30,0,蔬果類,
愛買 桃園店,多,17:30-18:00,2025-09-22,星期一,雨天,28,少,水蓮,1,45,36,0,其他,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,葡式蛋塔,8,100,25,2,麵包甜點類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,雞尾錐,3,90,30,1,肉類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,豬里肌烤肉片,1,128,30,1,肉類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,台灣珍豬豬肉絲,1,89,30,1,肉類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,里肌豬肉排,1,163,30,1,肉類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,澳洲牛肉塊,2,160,30,1,肉類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,金針菇,1,15,40,0,蔬果類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,有機黑葉白菜,5,39,62,0,蔬果類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,有機蚵白菜,5,39,36,0,蔬果類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,有機小白菜,5,39,62,0,蔬果類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,小黃瓜,1,42,40,0,蔬果類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,芭樂,10,63,44,0,蔬果類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,梨山香梨,2,129,39,0,其他,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,百香果,3,129,39,0,蔬果類,
愛買 桃園店,多,20:00-20:30,2025-09-23,星期二,雨天,28,少,奇異果,2,159,31,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,葡式蛋塔,4,100,5,2,麵包甜點類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,雞清胸肉,1,60,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,翅小腿,2,174,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,雞小里肌肉,1,160,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,雞胗,3,93,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,國產二節翅,1,117,31,1,其他,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,豬小排,2,198,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,豬梅花烤肉片,4,159,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,豬里肌烤肉片,5,144,31,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,去皮五花肉,2,231,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,帶皮五花肉,2,230,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,豬後腱,2,211,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,豬梅花肉,1,226,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,澳洲牛炒肉絲,4,113,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,澳洲牛筋膜,1,134,31,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,雪白菇,1,33,42,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,金針菇,2,15,33,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,水蓮,1,52,33,0,其他,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,花椰菜,2,99,30,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,有機黑葉白菜,15,35,57,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,有機地瓜葉,2,39,62,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,有機小松菜,1,42,40,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,絲瓜,1,75,35,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,筊白筍,1,99,30,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,百香果,4,129,39,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,檸檬,1,72,32,0,其他,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,麝香葡萄,2,269,30,0,其他,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,文旦,2,79,25,0,其他,
愛買 桃園店,多,18:00-18:30,2025-09-24,星期三,晴天,29,少,美國芹菜,4,89,49,0,蔬果類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,葡式蛋塔,7,100,25,2,麵包甜點類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,雞胗,1,92,30,1,肉類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,雞心,1,102,30,1,肉類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,台灣土雞雞爪,1,112,30,1,肉類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,豬梅花火鍋片,2,165,30,1,肉類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,豬里肌烤肉片,5,128,30,1,肉類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,去皮五花肉,2,165,30,1,肉類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,附皮五花肉條,2,275,30,1,肉類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,金針菇,2,15,33,0,蔬果類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,有機黑葉白菜,8,35,57,0,蔬果類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,小黃瓜,1,47,47,0,蔬果類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,酪梨,2,74,34,0,其他,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,百香果,1,129,39,0,蔬果類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,檸檬,1,72,32,0,其他,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,奇異果,1,159,31,0,蔬果類,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,麝香葡萄,2,269,52,0,其他,
愛買 桃園店,多,19:00-19:30,2025-09-25,星期四,晴天,29,少,文旦,2,79,25,0,其他,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,葡式蛋塔,5,100,5,2,麵包甜點類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,去皮五花肉,1,133,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,澳洲牛炒肉絲,4,160,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,澳洲牛肉塊,3,168,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,澳洲牛筋膜,2,187,30,1,肉類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,金針菇,1,15,33,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,玉米筍,2,35,43,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,花椰菜,2,99,30,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,智利富士蘋果/2顆,3,89,45,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,玉米兩條,3,59,34,0,其他,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,奶油白菜,1,39,49,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,芹菜,2,85,42,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,筊白筍,11,115,40,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,百香果,2,129,34,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-01,星期三,晴天,30,少,甘露梨,15,99,30,0,其他,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,葡式蛋塔,3,100,5,2,麵包甜點類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,附皮五花肉條,12,340,20,2,肉類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,冷凍板腱燒烤片,8,490,30,2,其他,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,杏鮑菇,8,65,31,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,金針菇,4,15,40,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,水蓮,1,39,51,0,其他,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,花椰菜,1,99,40,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,小黃瓜,2,49,49,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,筊白筍,11,115,57,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,宜蘭大蒜,1,159,40,0,其他,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,台灣青蔥,2,85,41,0,蔬果類,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,秋葵,1,39,51,0,其他,
愛買 桃園店,多,18:00-18:30,2025-10-02,星期四,晴天,29,少,青椒,2,99,40,0,蔬果類,
