地點,停車狀況,時間,日期,星期幾,天氣,當下溫度,人流量,商品品項,貨架上庫存量,原價,折扣(off),剩餘保存期限,商品大類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,台灣豬胛心絞肉,1,80,20,0,肉類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,美國牛肉粗絞,3,120,20,0,肉類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,豬五花肉條附皮,1,234,20,1,肉類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,豬後腿肉絲,2,68,20,1,肉類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,吻仔魚,1,115,20,1,魚類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,有機活株韓小菇,2,69,20,1,蔬果類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,有機杏鮑菇,1,79,20,1,蔬果類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,履歷洋菇,2,98,10,1,蔬果類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,日本山藥,1,199,20,1,其他,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,白花菜,1,55,20,1,蔬果類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,履歷甜豆莢,1,69,30,1,蔬果類,
中壢中北店,無,18:17-18:23,2025-03-28,星期五,陰天,16,少,有機羽衣甘藍,1,49,20,1,其他,
中壢中北店,無,20:01-20:10,2025-04-01,星期二,陰天,14,少,台灣豬小排丁,2,148,20,0,肉類,
中壢中北店,無,20:01-20:10,2025-04-01,星期二,陰天,14,少,豬梅花肉排,1,108,20,1,肉類,
中壢中北店,無,20:01-20:10,2025-04-01,星期二,陰天,14,少,家福嚴選台灣豬豬肋條,1,148,20,0,肉類,
中壢中北店,無,20:01-20:10,2025-04-01,星期二,陰天,14,少,台灣豬胛心絞肉,1,88,20,0,肉類,
中壢中北店,無,20:01-20:10,2025-04-01,星期二,陰天,14,少,美國牛肉粗絞,3,120,20,0,肉類,
中壢中北店,無,20:01-20:10,2025-04-01,星期二,陰天,14,少,豬培根厚切,1,160,20,0,肉類,
中壢中北店,無,18:49-18:55,2025-04-04,星期五,晴天,21,一般,美國牛肉粗絞,1,129,20,0,肉類,
中壢中北店,無,13:00:00,2025-06-30,星期一,晴天,35,少,豬里肌小排,1,100,20,1,肉類,
中壢中北店,無,13:00:00,2025-06-30,星期一,晴天,35,少,豬梅花火鍋片,3,163,20,1,肉類,
中壢中北店,無,13:00:00,2025-06-30,星期一,晴天,35,少,豬里肌火鍋片,2,96,20,1,肉類,
中壢中北店,無,13:00:00,2025-06-30,星期一,晴天,35,少,豬五花火鍋片,2,150,20,0,肉類,
中壢中北店,無,16:45:00,2025-07-11,星期五,陰天,29,少,豬五花火鍋片,2,104,20,1,肉類,
中壢中北店,無,16:45:00,2025-07-11,星期五,陰天,29,少,豬梅花火鍋片,1,126,20,1,肉類,
中壢中北店,無,16:45:00,2025-07-11,星期五,陰天,29,少,豬里肌火鍋片,3,108,20,1,肉類,
中壢中北店,無,16:45:00,2025-07-11,星期五,陰天,29,少,安心豚冷藏台灣五花火鍋片,1,110,20,1,肉類,
中壢中北店,無,16:40:00,2025-08-05,星期二,陰天,27,少,黑糖小菠蘿,2,38,10,1,其他,
中壢中北店,無,16:40:00,2025-08-05,星期二,陰天,27,少,日式烤麻糬,4,129,10,1,其他,
中壢中北店,無,16:40:00,2025-08-05,星期二,陰天,27,少,法式大圓,3,45,10,1,其他,
中壢中北店,無,16:40:00,2025-08-05,星期二,陰天,27,少,白吐司,2,42,10,1,麵包甜點類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,豬五花火鍋肉片,2,94,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,豬梅花火鍋肉片,1,119,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,豬里肌烤肉片,1,143,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,五花火鍋肉片,2,129,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,豬里肌火鍋肉片,2,97,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,豬梅花火鍋肉片,2,100,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,澳洲牛穀飼板腱火鍋片,3,165,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,美國肩小排火鍋片,3,164,20,1,肉類,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,進口櫻桃,1,165,10,0,其他,
中壢中北店,無,16:20:00,2025-08-14,星期四,晴天,34,少,水果切盤,15,39,20,0,蔬果類,
中壢中北店,無,17:15:00,2025-08-15,星期五,晴天,32,少,冷藏豬里肌火鍋片,13,108,20,1,肉類,
中壢中北店,無,17:15:00,2025-08-15,星期五,晴天,32,少,冷藏豬五花火鍋片,2,94,40,0,肉類,
中壢中北店,無,17:15:00,2025-08-15,星期五,晴天,32,少,冷藏豬梅花火鍋肉片,11,141,20,1,肉類,
中壢中北店,無,17:15:00,2025-08-15,星期五,晴天,32,少,冷藏豬五花火鍋肉片,7,122,20,1,肉類,
中壢中北店,無,17:42:00,2025-08-17,星期日,晴天,33,少,澳洲調味板腱燒烤片,1,790,40,0,其他,
中壢中北店,無,17:42:00,2025-08-17,星期日,晴天,33,少,里肌燒烤片,1,125,20,1,其他,
中壢中北店,無,17:42:00,2025-08-17,星期日,晴天,33,少,里肌火鍋肉片,2,102,20,1,肉類,
中壢中北店,無,17:42:00,2025-08-17,星期日,晴天,33,少,五花火鍋肉片,1,114,20,1,肉類,
中壢中北店,無,17:42:00,2025-08-17,星期日,晴天,33,少,進口櫻桃,9,164,10,0,其他,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,酒醸桂圓核桃麵包,1,65,30,1,麵包甜點類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,越南娃娃菜,1,49,20,0,蔬果類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,履歷青蔥,1,72,20,0,蔬果類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,絲瓜,2,36,10,0,蔬果類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,履歷紫心地瓜,2,69,30,0,蔬果類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,履歷檸檬,1,79,20,0,其他,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,冷藏美國牛肉粗絞,2,129,20,0,肉類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,紐西蘭Zespri綠奇異果5入,1,159,40,0,蔬果類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,紐西蘭Zespri綠奇異果5入,1,159,20,1,蔬果類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,家樂福有機黃豆芽,1,25,30,0,蔬果類,
中壢中北店,無,11:17-11:20,2025-09-24,星期三,晴天,28,少,家樂福有機櫛瓜,1,118,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,臺灣酪梨,1,79,30,0,其他,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,精選青花菜,2,79,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,履歷芹菜,1,88,20,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,精選青椒,1,69,20,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,絲瓜,1,36,10,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,紐西蘭富士蘋果4粒,2,129,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,履歷紫心地瓜,2,69,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,家樂福有機銀耳,1,85,30,0,其他,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,有機活株韓小菇,1,79,20,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,履歷敏豆,1,129,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,有機金針菇（森甜金菇）,1,33,20,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,履歷秋葵,1,65,20,0,其他,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,家樂福有機櫛瓜,1,109,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,履歷青蔥,1,72,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,家樂福有機紅鬚玉米筍,1,49,20,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,活舒菜讚石冰,1,149,30,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,冷藏美國牛肉粗絞,1,129,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,豬五花肉火鍋片,1,115,30,0,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,家樂福冷藏臺灣豬胛心絞肉,1,80,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,家樂福冷藏臺灣豬前腿肉片,1,88,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,美國進口棒腿,1,70,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,美國進口棒腿,1,67,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,冷藏香辣鐵路排骨,1,128,30,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,冷藏臺灣豬梅花火鍋片,2,91,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,冷藏臺灣豬五花火鍋片,2,75,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,冷藏臺灣豬里肌火鍋片,2,81,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,家樂福嚴選冷藏臺灣豬小排丁,1,148,20,1,肉類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,有機金針菇（森甜金菇）,1,33,20,0,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,履歷嫩薑,1,49,20,0,其他,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,加拿大大櫻桃心型盒,1,329,30,3,其他,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,紐西蘭Zespri綠奇異果5入,2,159,30,1,蔬果類,
中壢中北店,無,19:24-19:29,2025-09-25,星期四,晴天,26,一般,紐西蘭Zespri綠奇異果5入,1,159,40,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,澳洲茂谷柑2入,2,58,20,0,其他,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,梨山香梨,1,149,30,0,其他,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,花蓮縣餅原味奶油酥條,2,209,20,5,麵包甜點類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,小潘蛋糕坊鳳凰酥12入,1,455,30,6,麵包甜點類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,履歷芹菜,1,88,30,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,家樂福有機小白菜,3,39,30,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,紐西蘭酪梨,2,90,20,0,其他,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,臺灣白蘿蔔,1,69,30,0,其他,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,履歷彩椒,2,90,30,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,履歷紫心地瓜,2,69,30,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,絲瓜,1,36,10,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,越南青花菜,2,119,10,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,家樂福有機銀耳,1,85,30,0,其他,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,有機活株韓小菇,1,79,20,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,履歷嫩薑,1,49,30,0,其他,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,家樂福有機紅鬚玉米筍,1,49,20,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,精選青椒,1,69,20,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,履歷敏豆,1,129,30,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,紐西蘭Zespri綠奇異果5入,1,159,30,0,蔬果類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,冷藏香辣鐵路排骨,1,128,30,0,肉類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,冷藏臺灣豬五花火鍋片,1,69,20,1,肉類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,美國進口棒腿切塊,2,69,20,1,肉類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,冷藏美國牛肉絞肉,2,129,20,0,肉類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,家樂福嚴選冷藏臺灣豬前腿肉片,1,88,20,1,肉類,
中壢中北店,無,19:34-19:37,2025-09-26,星期五,晴天,27,少,家樂福嚴選冷藏臺灣豬胛心絞肉,1,80,20,1,肉類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,家樂福有機銀耳,1,85,30,0,其他,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,越南青花菜,2,119,20,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,家樂福有機紅鬚玉米筍,1,49,20,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,履歷敏豆,1,129,30,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,有機婉豆芽,1,39,30,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,家樂福有機黃豆芽,1,25,20,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,花蓮縣餅原味奶油酥條,2,209,20,4,麵包甜點類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,家樂福有機黑葉白菜,10,39,20,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,家樂福有機青江菜,2,39,30,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,紐西蘭酪梨,2,90,20,0,其他,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,台灣紫金地瓜,2,69,20,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,台灣白蘿蔔,1,69,30,0,其他,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,履歷彩椒,1,90,30,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,絲瓜,1,36,10,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,履歷紫心地瓜,1,69,30,0,蔬果類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,冷藏台灣豬枝骨,1,50,20,1,肉類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,美國進口棒腿,2,69,20,1,肉類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,產銷履歷全氣冷雞冷藏二節翅,1,110,20,1,肉類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,產銷履歷全氣冷雞冷藏雞翅小腿,1,88,20,1,肉類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,胡同冷藏椒鹽鹹豬肉（熟）,1,170,30,1,肉類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,魷魚烤串,1,109,20,1,魚類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,超市_香烤雞骨清退,2,156,20,0,肉類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,酒醸桂圓核桃麵包,2,65,30,1,麵包甜點類,
中壢中北店,無,20:45-20:49,2025-09-27,星期六,晴天,28,少,白吐司半條（安佳奶油）,1,42,30,1,麵包甜點類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,家樂福有機銀耳,1,85,30,0,其他,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,有機柳松菇,1,45,20,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,越南青花菜,2,119,30,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,家樂福有機紅鬚玉米筍,1,49,20,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,履歷敏豆,1,129,30,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,家樂福有機蚵仔白菜,20,39,30,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,履歷油菜,1,24,30,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,履歷紫心地瓜,2,69,30,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,履歷彩椒,4,90,30,0,蔬果類,
中壢中北店,無,12:15-12:19,2025-09-28,星期日,晴天,30,一般,台灣白蘿蔔,1,69,30,0,其他,
